index,tweets,emoji_sentence,follows?
22946,"It’s so frustrating that the only concern of this generation is love, marriage and break ups. Like wtf is wrong with your life , like you left the whole world and universe and THIS is your concerns .I’m so angry  ",✍🏾,0
1897,IDGAF what me or my mother going thru or went thru  that’s my heart ️ &amp; I’ll fuck some shit up bout BOTH of them!,🗣♥,1
2999,You know what I have never listened to [USER] and I’ve been following him for months now  but imma listen to that new single tonight ,🤣👀,1
8937,"kan best kalau twitter buat memories  ""hi user _____. look at how mad you are a year ago today """,😃🥰,1
8560,Ima find my shorty 1 day ,😍🥺,1
21792,[USER] WHAT  EVER  MAJOR  LOSER ,🥵🥵🤪😍,0
6558,Danger prone Daphne? Nah. Accident prone Ashe.Homeboy somehow cut the TOP OF HIS PAW and won’t stop licking it so I had to buy $30 PAW BANDAIDS on Amazon I’m doing RLY WELL ️,🥴😗✌,1
17153,[USER] i accidentally retweeted ‍️ how do I  delete,💪🏼,0
2938,I want the lakers to get Drummond so bad so y’all can stop calling my guy Drummond a scrub smh ‍️ y’all are really saying he’s lazy on defense and also y’all saying he slow if Drummond scores 25 and 15 rebounds or 30 points  I want y’all to have that same energy lol ,🤦♂😂,1
6700," GIVEAWAY TIME  It’s World Water Day and to celebrate the positive impact clean water has on this planet, we will be picking 25 winners to receive a PATH care package! To enter: Follow [USER]  RT this",💧💧💦💦,1
2575,[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] Follow [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER],🐥💛🤳💛,1
2445, A premonition of what’s to come for the Sussexes? ,🔮🔮,1
18468,taking my 3rd nap of the day brb ‍️,⬛⬛⬛⬛⬛⬛⬛⬛⌨🌠✨📖👩🎨⬛⬛⬛⬛⬛⬛⬛⬛👩🏫👩🎨👷👩🏭👨🏭👨🏭🤵🧝👨🌾👨🔧👨💼👨🌾👨🔧👩⚕🤰👨🎤👩💻👳👩🏭,0
18994,[USER] Yh bro I do it too  wallahi the maddest situations and I’ll act shocked like I’m living through it ,🤦♀,0
4281,[USER] [USER] [USER] [USER] I saw yes  let’s drink ,🙌🍺,1
2940,"[USER] Join you, have some fun and burn our clothes.  like Dwayne ",😈😎,1
18390,I’ll always have a surfers ‍️ soul...... talent well that’s a different conversation.,🥰💛,0
6759,[USER] [USER] [USER] Heck yes ,🙌🏻,1
14164,"today is 8th death anniversary of my Dad, please recite Surah Fatiha for him. Allah grant him Jannah ",🎼💙🎶😊,0
6429,"[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] Malone’s supporting cast outscored Jordan’s supporting cast.The 1998 Jazz were a great team, you NEVER watched that 1998 Jazz team play kid you’re using your logic thinking it’s ours because you are young, ignorant &amp; you don’t do proper research on teams you NEVER watched. ",🧒🤡,1
314,"[USER] Let's change that, for our future generation. ",💪🏼,1
9654,[USER] Thank you ,🌸🙏,1
3707,[USER] [USER] Not if he was moving here ‍️,🤷🏼♂,1
11624,[USER] Nothing is going help us now! ‍️,🤦🏻♀,1
12799,"Lmaoooooo. 2 hours before iftar, ti mo rokale just waiting to drink small water",🤔🤔🤔,0
7451,[USER] Ya you right. That’s how you become the ceo ,💅🏼,1
12786,[USER] OH MYYYY! Hell fuckin yes boyssss  ,🤌🏻,0
1326,My toxic trait is putting birthday cards in the mail the day they’re supposed together and then blaming it on slow pandemic mail ‍️,🤦🏽♀,1
6809,This why I beat up lil kids  if it’s on the clock yo shits getting rocked,👍🏾,1
19838,[USER] IM GOOD ,🎁🤑🔔❤,0
20642,!!!! Laws don’t stop criminals from getting any kind of gun illegally ,😌😌😌😏,0
12944,[USER] [USER] [USER] Pretty solid life advice here mate. Thanks bruv ,🇱🇧💜🛐👁️‍🗨️👇🏿👇🏿👇🏿,0
11256,Fastest Trended tag (2Mins)Longest trended tag  (30+ Hrs)These Records  still under control of [USER] Fans Rulers of Twitter ,🔥🤙,1
17752,Continue to learn and walk in his path  ,😂😂😔,0
7126,[USER] I was just listening to your latest episode and saw this follow. Perfect timing! This is my favorite podcast!   ,🥳🥳,1
24104,I’m not perfect but I am so proud of myself for who I am and what I stand for. Things could’ve been terrible but I never folded on myself ,🤲🏻,0
15193,"I love P'Win Metawin because of his handsome definitely . But when I know more about P'Win,I think I have common things with him. I was born on 09/21,and his birthday is 02/21. The next thing is family. P'Win and I both consider family as the important thing in our life. (1)",😭😭,0
17775,[USER] Thank you!!!  I have so much fun drawing her hair yes ,😂😬,0
19201,Rare moment that Inseong gives kisses ,😩😩😩😩😩,0
1126,[USER] [USER] Oh my goodness.... I need this!!  I am ready to start cooking with the best ,😍🙏🏻,1
14582,[USER] All of this!! ,🤣🤪,0
12882,"(I have some hive-y things on my neck - could be a thing? Or also, it just sometimes happens during the first sunny days of the season ‍️  Only known allergies: White Rain strawberry shampoo, sometimes pomegranate seeds, and the sun.)",😭😭😭😭😭😭,0
16659,[USER] [USER] Say wallahi  do he even know u ,‼‼,0
3616, NETFLIX premium ANTI OnHold1 bulan : Sharing 35k / Private 120k2 bulan : Sharing 55k / Private 210k3 bulan : Sharing 90k / Private 320k Perpanjangan private +5k Dana/Gopay/Shopeepay,✨✨💥💥💰,1
4660,[USER] Wtf- I should’ve stayed on TikTok ‍,👩🏼🦲,1
14772,trying out new subfunded clothes your paycheck looks spectacular on me indeed asiandomme asianfindom findom find finsub finslave paypig cashcow whalesub cashslave walletdrain walletsub walletslave humanatm spoiled brat,💯❤,0
2860, VIDIO dotCOMsharing 22.000 /blnprivate 35.000 /blnpayment– BCA GOPAY OVO DANAorder by DM or whatsapp for fast resp!,🍅✨✨,1
6591,[USER] ran out of hair spray like baby no no no‍️ it's a relief that her hair is better now ,🤦🏻♀😪,1
20376,[USER] Got mines also hehe   yayyy,☀🌻💓😘,0
16124,[USER] That sounds great  hope you’re having a great day enjoy ,🤷🏾♀,0
20254,Cant wait to be spoiled by my man  cause lord knows imma spoil him ,🙋♀,0
9573," It's said the 2nd vaccine dose can cause brain fog Brain fog is a symptom of Long-Covid Long-Covid = Covid even if you test negative Therefore, the Covid vaccine causes Covid",🧠📏🤯🤣,1
15489,"[USER] Huh, lunch? Its still early to talk about lunch  I will eat instant noodle for sure ",⚪⚪⚪🔘⚪⚪🔘,0
11538,[USER] Murdered on the dance floor? ‍️,🤦♂,1
17670,[USER] My wife agrees. ‍️ ,🍁🍁,0
12778,They've found him ,🥴🤣😂,0
5383,[USER] [USER] Yeah I'd love for him to do a short 10-12 track concept album but I also love the 20 track or so albums. A Side was a great length for what it is imo although Stepdad and In Too Deep could've been left off. TKN is iffy too but I know quite a few people that actually like it so ‍️,🤷🏼♂,1
21476,"[USER] [USER] Thank you Trisha  Lakes been cold and rainy but I'm still enjoying myself. My son, thankfully is feeling a little better today. He's still sick, but not as bad so we're grateful for that. I appreciate you asking my friend ",💲💵💣🔥,0
18346,[USER] I’m watching this tonight! Pre-surgery movie! Thank you ,🙌🏾,0
19876,[USER] have a great day &amp; heart day &amp;&amp; Don't forget to have breakfast and take a shower ,📌❤🎀,0
2959,I just want to make a lot of money &amp; live life ,🙌🏾,1
261,Communication is very much  ,🔑🙂,1
11368,Guys you’ll  have done so many trends but this one’s really special ... like melted my heart! Aai loves u all too ️RKVIANS LOVE GEETA AAI,🥺❤🌺🌺,1
14358,// dream hatelol guys i think its time to leave dream alone  you still asking for more even when he gave us everything  shut the fuck up please,☝🏾🌊🛳🌊🥰,0
5306,"What God has for me can’t no man take that’s my life , my talents , my confidence, my ambition NOTHING I’m good always never worried ",🙏🏾,1
10869,LOOK AT GOD ,🙌🏽,1
14867,Women can’t even take accountability for being ashy ‍️ lol,🤓🤲🏾🤖,0
1846,[USER] no prob  there’s a lot of info but unis will always help each other out  let’s keep working hard for 2nd win!! take care of yourself too okies ,🤗💙😘,1
9321,Stasis nerf is a thumbs up from me. Love to see it. ,👍🏼,1
10645,[USER]  it was “user”! Surprised I didn’t guess that one ,😂😂🥴,1
10115,If we vibe .. we vibe ,🤙🏻,1
19679,"Later on, did this mf not have the nerve to start flirting with me. You were legit in a full blown relationship with a woman you were clearly into, and you have the nerve  I was genuinely so sad for her bec she looked so happy ",🤷🏽♂,0
8593,[USER] Brick  after brick  after brick  after turnover after  after turnover after missed FTS after ,🧱🧱🧱🧱🧱,1
21189,[USER] [USER] I got you fam.   ,🤦🏾♀,0
12628,[USER] happy birthday wow! Blessings ,🐎🦙🐓🤠😂,0
6051,block me on everything else aye- maybe it'll help ya  [USER]  actually please don't  im sowwy,😝🥺,1
3138,[USER]  but that Stella sho’ is tasty lol ‍️,💯🤷🏾♂,1
733,[USER] Of course  thank you for opening the discussion!,🙏🏾,1
2764,It’s so hard finding a new car ️ I’m not having any luck bc I don’t want a car payment ,☹🥺,1
16877," comment for a 3 card romance pull for insight into your love life/current relationship  tips receive card interpretation, tip info in bio.",🤷🏼♀,0
23983,[USER] Exactly  like we got two ot8 contents in the span of 10 seconds or 20 secs ,😳🍆🍑,0
12616, ARMY SEGUE ARMY &gt; Favorite pra ganhar seguidores ARMYs;&gt; Retweet para que mais ARMYs possam participar.,🥳🥳😲🗓✨✨,0
567,[USER] nice ,👍✨,1
11360,"Where are the media? Or does breaking the Ministerial Code only creates headlines, when it's not a Tory? ‍️",🤔🏴☠,1
15172,"𝗖𝗮𝘀𝗶𝗻𝗼𝗖𝗼𝗶𝗻  𝗣𝗿𝗶𝗰𝗲 𝗚𝗔𝗜𝗡: CSC/USD +13.6% within the last hour: was 0.001002, now 0.001139Order book analysis suggests WEAK SELL  pressure in the near term (45.4m CSC on BUY side vs. 56.6m CSC on SELL side)",🤷🏻♀,0
12575,"And so we lose an exceptional thief taker , good luck Mark ",😅💀💴💵,0
6174,[USER] [USER] You're seriously posting from Quora? Really?? ‍️,🤦🏾♂,1
18152,Love to see young woman staying cute and paid.  Get it baddies by all means necessary.,🎶😂💩,0
19888,[USER] He quickly and gladly returned to the burning garbage fire that birthed him and his family. ‍️ I was stupid to think he was better than that.,😭😭😭,0
18510,Swear this [USER] ‍️,🤞🏽,0
11097,"dats a big word u bitches use it too much in ur vocabulary, or maybe we just dont have the same definitions for it ‍️ idk",🤷🏼♀,1
9130,Pinned for pinned You know what to do !!!Follow me - IFBSWSKIPPING UNCENSORED ,🌸🌸🌸🌸🌸🌸🌸🌸,1
4097,yesss exactly and i dont like peopke who chat me using  emoji sorry. idk aku rase nak smash ,😂😭😭😭,1
461,Been Spoiling Myself These Past 2 Weeks &amp; Whatever Chick I’m With At The Time ‍️,🤷🏾♂,1
22725,BINGO... [USER] &amp; [USER] killed AMERICAN GRANNIES... ,🏴🇮🇪🇬🇧🏴🏴🏴🇬🇧🏴🏴🏴🏴,0
2119,"National titles:  5 |  1Final 4s:  16 |  2Conf. Tourney Titles:  26 |  42001 Final Four:  95 |  84And if Twitter can help us locate these fans, we will send some  gear.",😈🐢😈🐢😈🐢😈🐢🔥,1
15769,"[USER] All the best lad, please reach out to us at [USER] if you need any help at all ",😂😂😂😂😂😂😂😂,0
18800,Svetlana    me    Sandy being hot they/she lesbians,👌🏼,0
9200,2 black men just called me and my mom black queens ,👸🏽,1
5661,Omg this is amazing achievement!!! Between Rosè and BTS  ,👏👏👏❤🖤,1
2637, Baby He was not there he just arrived father has taken him ,👀👀🤭,1
4491,Fever &amp; a little tired  (but for reasons we slept poorly last night).He said it's still better than a day at work. His cell reception does seem to be much better today too. ,🔥😴😂📳,1
19523,why not ‍️,🤷🏾♂,0
20466,I'm more excited!,🤷🏻♂😎,0
12662,Tagged by [USER] !! 6 likes  6 tags! 1. video games 2. food 3. nature 4. oui’d 5. art 6. vibing with friends  (i’ll tag in replies),😩😭,0
11846,oh sht i forgot the group session is this week sign up by tomorrow to get some good healin &amp; feelin by partying w me and others in the akashic  this session we’re incorporating the seed of life  read more &amp; sign up here:,🥳👀,1
17978,[USER] No clue ‍️,🥶📏,0
8669,"         RT FOR RT PIN              Like/RT this post             Comment when done   Follow me, I actually follow bck",🦋🌿🦋🌿🦋🌿🦋🌿🦋🌿🦋🌿🌿💙💙🦋🦋🤍🤍🌿🌿💙💙🦋🦋🌿🌿🦋🌿🦋🌿🦋🌿🦋🌿🦋🌿🦋,1
17238,[USER] Same  ,👊🏻😊,0
17722,[USER] *ever ,🙏🏽,0
22860,"Arm feels a little sore but no other symptoms this far, fingers crossed ",✨✨🥲,0
10385,Bro imagine you just chilling with your ass out and your doctor decides to start filming for the gram ,😭😭,1
13443,After Heart Break Na international Break ,🚀🚀🚀🚀✅✅🟢✅✅🚀🚀🚀🚀,0
1455,the bounce back will be so outstanding ,💪🏽,1
9464,Le thread me fume ,🤣🤣🤣,1
12270,Funny thing she's looks hella young but 20 years older ‍️ and told me about naturopathic,🎵👍🏼,0
801, VOTE FOR WHEEIN ON MUBEAT!!!  VOTE FOR WHEEIN ON MUBEAT!!!  VOTE FOR WHEEIN ON MUBEAT!!!  VOTE FOR WHEEIN ON MUBEAT!!!  VOTE FOR WHEEIN ON MUBEAT!!!  VOTE FOR WHEEIN ON MUBEAT!!!  VOTE FOR WHEEIN ON MUBEAT!!!  VOTE FOR WHEEIN ON MUBEAT!!!,🚨🚨🚨🚨🚨🚨🚨🚨,1
21459,"[USER] I just made my account yesterday and already forgot what my username/password is. ‍️ I have it figured out now, but my account got disabled because I tried to sign in (incorrectly) too many times. ️",🔥🔥🔥,0
6787,"[USER] this man is such a mood and it's only Wednesday  but hey, if we don't get through today, the weekends will never come so we got this babe! One day closer to the end ",🥺🥺🥰,1
13532,rip grandma you would’ve loved misery business by paramore ,☎📞,0
1812,"[USER] I appreciate the prayers, I really do. But I’m a little confused in regards to the rest of your comment ‍️",🤷🏻♂,1
15994,[USER] Thanks for having a sense of humor  .. you too. (I wish I saw them),🤣😂🤣,0
1035,"[USER] oh i’m not talking about that but that doesn’t have as much to do with him as it does the police system which is corrupt whether kira is there or not because bottom line he wasnt trying to kill innocent people, it was against his ideals ‍️",🤷🏾♀,1
15636,A BIG congrats to you both on the new addition to the fam!   Cheers to AWSM! ,🤣😂,0
7342,"  Thiago Alcantara: ""Sergio Busquets? You always open the debate and for me there is none. While Busquets is at Barça, Barça will always work. He’s a great professional, you see him training and you learn from him.""",🇪🇸🎙,1
16056,"Impressionistic sunflowers were made by [USER] 4th graders in [USER] class. I’m so impressed with their work! We learned about Monet, brushstrokes, color layering and capturing the moment. This is [USER] project! ",😭😭😭😭,0
13403, your support means a lot ,🇫🇷🚣♀🇫🇷🇬🇧👍🏼,0
2086,"she/her, loren or lauren ",👍🏼,1
7228,[USER] [USER] same difference  wow lib ,🤡🤡🤡🤡🐑,1
19023,Self Care  Dont Underestimate The Power....,🤦🏼♂,0
7118,[USER] I don’t even have a Bf ‍️ ,🧍🏻♀🙃,1
19014,[USER] [USER] [USER] [USER] We’ve got an extra  laying around if you get bored. ,🥰😬,0
20288,"I do not know why that cracks me up, but it does. ‍️",👸🏾,0
20284,[USER] Please  [USER] bite my fuxking tits for me  ,🤣🤣🐸,0
17086,tonight between the hours of 10pm - 12:41 am a significant trade will happen ,🏁🏁,0
1142,Lmaoo bruh are they serious ?! ‍️,🤦🏻♀,1
2197,bophelo ke destination ya subway surfer. ‍️,🧍🏾♀,1
23227,Did you miss [USER]?                                                                                                                                                                        ,👏🏻,0
18443,"[USER] [USER]  Well, I believe anus is one of the funniest words in the English language but I know what word you picked. ",🤦🏾♂,0
53,"Just asked the RN why homeless people aren’t dying like crazy and he laughed and said idk ‍️ I also asked if they had a ton of Covid patients, he said no that their Covid floor was closed down 2 months ago &amp; they haven’t had a Covid patient in months! Months! Imagine that ",🤷🏼♀🤔,1
11109,praying circle:                                                                               2GETHER            THE MOVIE                      ON NETFLIX                                                                     ,🕯🕯🕯🕯🕯🕯🕯🕯🕯🕯,1
843,"[USER] Oh, fics ba to or what?  pahingi links pls. ",😯🤧🤲,1
5295,"[USER] Kevan, no offense, but based  on your explanation on twitch I don't think you know how to detect bots. This week was just upsetting. Somehow you managed to upset two fandoms at once. I'm a little bit sad right now...This show is supposed to be fun!Spread love ️",😅✌,1
13643,[USER] Need to beat up on those! ,😭❤,0
8062,Derrick jaxn is a prime example of the type of men my daddy said to watch out for. ‍️,🤷🏻♀,1
12950,Goddess  ,🔥😒😒💯😂,0
7856,Full tank Oil change Threw out all the trash ,✅✅✅,1
14192,Is controller the meta this season ‍️,🔥🔥🔥,0
22910,[USER] [USER] I don’t even know who Monica is  “He’s changed and I believe him” is such a dumb statement. Literally zero evidence like you said. But she believes him-because why? He hasn’t even said he has ridiculous.,😍🤩,0
5314,[USER] [USER] [USER] [USER] [USER] [USER] [USER] Please book [USER] with [USER] AGAIN...first scene shot by Jules was super hot! Great chemistry between Kali and Steve in that scene!  ,🔥💦,1
18461,[USER] Oh god - t'es tellement woah !  I am in love with you boy ,😂🐑,0
17758," The fastest way to success?  Patience. Once you start taking steps to achieve success, you will eventually shift your focus to the present task.  To your surprise... success will come like a blink of an eye",👇🏼,0
11813,"where can i buy JUICY , LONG &amp; THICK hotdogs to throw on the grill ‍️ ?",🙇🏾♀,1
96,[USER] Whatever our di di is always on trending [USER] proud of you...the way you handle everything  .. We people of West Bengal love  you ma'am  .. Lady who has set bar high All the best..  2 may go Ya 4 may didi will rule always.,😇👏,1
1004,[USER] I can help you for free! I'm an artist and I would love to help you with your new start! Hope you read this and accept my offer! ,💖💖💖,1
5738,Back To Work Friday And Thats The Only Place I Will Be At Til My Next Vacation ,✌🏾,1
22569,"im in an atl mood and want to keep listening to atl but im also writing a script about kpop fanboy  and kind of having a slump, i think its bc of the music not puting me into the kpoppy mood, but i do want to listen to atl rn  dilemma",🙏🏽,0
15536,Give me that .   . Grab it!. Worth it for this . Anyone else see this? .,😂😂🥴,0
12605,[USER] Thank you for sharing More is coming very soon ,🥺💜,0
20777,[USER] you already have a segment for ‍ ,😭😭😏,0
13872,[USER] [USER] Idk ‍️ buts it’s fken like torture ,🥺🤍,0
10292,"[USER] Too soon for BuzzFeed, I guess ‍️ ",🤷♀😂,1
15738,[USER] Fame is a dangerous sword which can literally make or break a person if not approached with a lot of thought and caution. The fact that BTS did this immediately just tells us again what kind of people they are and how developed their thought process is. Mad respect seriously ,🌼🌼🤍🍰🍰,0
14773,That dating and love shit polluted I’m good on all that ,🤷🏽♂,0
2722,Comment using ️ Let’s follow you now  ,❤🔱,1
4147,[USER] It's great exercise ‍️,🤷♀,1
21313,This   ,🌍🏜🌪🌻🐮🦀🐔👱♀👩🌽🥡☕🏫🚜,0
16992,[USER] Fine  ,🤦🏿♂,0
2176,yes taste i knew i could trust these dumb and dumber ,✨✨🤝,1
7211,"Deron's Keys to the Game with [USER], [USER], and THEE...[USER]!!! Get Bam and Jimmy going on offense, especially Bam. Fortify the defense and closeout on Chris Paul and Devin Booker.  Shooters need to get open and let the game come to them.",🔥🔥🔥,1
819,"I just remembered I have a drawing project due tomorrow, and I have to finish a dtyis at march 22, and have to finish 2 drawings for a fellow va at the end of the month ‍️",🧍♀,1
15992,[USER] Thank you ,🙌🏻,0
4237,[USER] iPhone users check us out ,🔥🔥🔥,1
20422,Heartfelt condolences to the family  [USER] ! May his soul Rest In Peace,😊❤,0
4606,I claim this️,‼🧿🦋,1
15462,Sometimes I am my tweets ,🤷🏿♂,0
22967,"Why did some come out to make a statement yesterday?  Because they are not in the cooperation period, the cooperation is over long ago, and if they want to post, they don’t need to discuss it with anyone.   my baby have to pay to break the contract ",🤷🏻♂,0
20761,[USER] [USER] I see what you did there. Spot on. ,🥰💖🌈,0
10098,1st List [USER] [USER] [USER] [USER] [USER] [USER] [USER]  [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER],🔶🔶✅✅,1
22406,"[USER] [USER] [USER] The ducks are dead last in the west, and this is far from a few years back when Ducks players had more fights than whole franchises. Cry about it more. He took the penalty ducks lost the game I love Getzy stepping up. I’m ok with the hit, the fight and the outcome. ‍️",🔥🚀,0
6129,NOBODY Should Be Able To Come &amp; Tell You NOTHING About Your Significant Other ,✍🏾,1
16924, wesley le chouchou ,🙏🏽,0
11886,[USER] YES A FAN ACC- also your main is gonna turn to another fan acc wbk ️‍️,⛹♂,1
23803,"Send me your aza via dm, i did a through checking of the first 20 comments and none has my old post retweeted except you.",🐸☕,0
11506,And it’s Air Max Day too ,🙏🏽,1
2349,[USER] Not even finna cap to you most def  classy late wins everytime ,😭😌😌,1
22035,Sameeee  Its so amazing that she brought so much happiness to the boys ,💤😘,0
6074,So used to being catcalled that on harassment free days I be like damn this ass not hitting today or what ‍️,🧎🏾♀,1
6769,why do i always chat like this?️                                             ️️                                                                           ,⚪🔵🔵🔵⚪⚪🔵🔵🔵🔵🔵,1
14902,Absolutely BUZZING to see how Campbell Hatton starts on Saturday on his pro debut ,🤷🏽♀,0
13994,"[USER] [USER] [USER] [USER] [USER] [USER] Wow, some ppl lied and now there isn't that much hate crime by white ppl? ‍️",🥺💻,0
15057,ket is so cool even in person ,😢🙏🏽,0
23993, And ah one man ah sample yu chocho ,🤦😳😡,0
3873,I can feel god working on me ,🙌🏽,1
12839,As part of easing of restrictions in England from 29 March you can take a CBT motorcycle lesson with instructor bus driving lesson and testtractor testDriver CPC MOD 4 test From 12 April you can take a motorcycle test.,🤦🏻♀,0
22295,"I will never cease to be amazed by the disinformation and vitriol coming from Twitter about Andrew Yang. ‍️ They don’t even want to hear the truth. But then again, they did the same to Shahid Buttar. Infiltrated? Co-opted? Or just plain ? ‍️",🥺🥺,0
5513,[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] Yez!! Best dancer ever! Sada move bhi     SSR Justice Is Inevitable,😎❤🤍,1
6283,What would you rather? Ten more years of Tory austerity? Ten more years of chaos and uncertainty?󠁧󠁢󠁳󠁣󠁴󠁿 Or 5 years setting up our newly independent country and the next 5 celebrating our success? Finally being taken seriously by the international community?It's a no brainer.,🇬🇧🏴,1
15415,No I’m not retiring .. Ppl don’t say thanks &amp; show gratitude anymore until after the fact ‍️ smh pray for this world. ,😆😂,0
13720,[USER] Ilyt️ you’re going to do so wonderful! I’m definitely proud of you ,💎💎💎💎💎,0
4501, YEA GET ALERT ,😂😂🚨,1
20372,₱10 GIVEAWAY!! — follow me &amp; [USER] — like &amp; rt the tweet below — rt when done24 hrs. goodluck mga ineng! ♡,💪🤩,0
137,so If you dont wanna see me dancing with somebodyIf you wanna belive that anything could stop meDont show up ,👍🏼,1
21691,Anyone buying size 15 &amp; 16 kicks???  got some pairs incoming for u! Keep ur eyes open!!!! ,🙏🏻,0
17898,Big booty ,🚨🚨🐈⬛🐴,0
6574,As it should be  Proud of you ,🔥👏🏾,1
15164,[USER] Omg stop who delivers strictly alcohol ,💌✨✨💗🦖🥞,0
6939,"[USER] Mother of God, give every child an egg!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! I just don't get this, really I don't ‍️",🤦🏾♀,1
23877,This really is me! If you know you know! ,🥳🥳,0
17372,Finally got this indoor bike together ,🤩🤩🤩,0
22421,Thx for the tag na ployyy [USER] likes 6 tags° °° °  ° °️I tag whoever read this. If you want to play you can quote it!,👎🏼,0
4475,this can’t be life ‍️,🤦🏽♀,1
4917,Im staring at all the pictures I took today and wondering how tf I’m single ‍️,🧍🏽♀,1
14603,"Coming from a guy who isn't a strong enjoyer of hip-hop, Zaia is a guy I don't see get enough praise considering I think he's good, maybe just me ‍️",😂🥺,0
15212,Funny because the shooter in Colorado was not white ‍️,😂🥴,0
3728,Nationality: Lives in: Gender: she/her,🇬🇧🇬🇧,1
20635,"[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] can you meet people from Twitter, if they ask you meet them ( either men or women ) somewhere     What’s your response ?   I said  NO ( unless I know the person personally ) but that person is woman than my wife will go with me and if person is man than I go with Gun ",💗💗,0
4679,"Daily WTB // WANT TO BUY ☆ Jeno arrival ver☆ Jeno empathy reality ver ☆ Jeno the dream japan individu ☆ Mark empathy reality ver ☆ Mark Cherry bomb — ready ina, bisa oren  — please dm me if u sell them ",🍊🙏🏻,1
23869,[USER] i feel a difference but ion SEE no difference in that fucking gas hand  either i needa slow down or my car just burn that shit like its 87 ,🙏🏾,0
9184,[USER] It is just a local supermarket owned by Kroger. ALL supermarkets have ads/pages like that which feature Kosher selections bcs of the time of year we are in. ‍️,🤦🏼♀,1
4341,[USER] Glad to hear you’re ok OR! Rest up my friend and game on ,✌🏻,1
22641,getting a new phone to upgrade getting a new phone to play cookie run kingdom ,🌻🌻✨,0
17826,[USER] Absolutely.  I did indeed punch the air.  what an horrible little urchin.,💘😭🙏,0
16446,"[USER] [USER] [USER] [USER] How does libertarianism work, without an authority telling you to be nice to each other? ‍️",🙍🏻♀,0
6503,Ain’t nobody got nothing on hiding stuff like them men that be hiding kids ‍️ a joke ,🤦🏽♀🤣,1
14548,"Aaahhh, loved him.  ",🥨💯🍲🍠🍲🍠🍲🍠🍲🍠🍲🍠🍲🍠,0
12840,This thread. ,😳🥰,0
13400,[USER] i actually make friends really easily too so it's their loss ‍️,😜😘,0
1901,[USER] [USER] This ,🙏🏻,1
15923,"————————- the occasion‍️ me, refusing to rise to it",🔥🔥🔥,0
11222,"So this Marine company i pitched to, to run advert for their marine store. said I should have 5k and above followers first ‍️When people do this, I usually think it’s just to get followers but the rain is now falling on my roof ",🤦🏾♂😭😭,1
21432,[USER] Awesome Anne ,🥰🥰,0
12309,My baby sick mane  doing my best to keep her comfortable  these past couple weeks been hell ,🚶♀,0
13949,[USER] It means it’s time to go to church ,✊🏽,0
23062,[USER] [USER] [USER] This is true... but there is a line. And to corral others’ material and weapon use it against “the Left” (sighhh...) His definition of Antifa expands as needed. “Antifa groups...” “the hard left” ‍️,🤞🏼,0
8889,[USER] Hey ... I am a Professional Graphic Expert  here. I will make a unique one stuff   for you in a reasonable price ... Kindly just come on DM for details ,🤗🎓💯💰📥📤,1
22506,Ik so high I picked up my phone to use the flash light..to look for my phone..bruh ‍️,❤😍💯,0
6210,[USER] That’s his sister  what’s her IG? I need to get to the bottom of this.. ‍️,😒🕵🏾♂,1
7230,[USER] lmao this guy you have come again  iz just a muzik ,😂😂🙏🏿,1
16110,[USER] My hand slipped ,🏳⚧🇺🇸,0
10956,"[USER] People criticised him since 2019 for using taxpayers money and are now criticising him for getting a job and earning his own money ‍️, jesus christ if this is how people are with Harry and Meghan I dread to think how they will treat the Cambridge spares &amp; their future  spouses ",🤦♀😬,1
12226,Man how they put child pornography on Siya’s name?! ‍️,💁🏽♀,0
4378,[USER]      HE WANTED ME HA! OBVIOUSLY,👏🏻👏🏻👏🏻👏🏻,1
8133,"Half our generation is horny  , the other half is depressed ",😋😔,1
583," $168k in matching funds Over 1,000 petition signatures 99 days to Election Daycouldn’t be more proud of this campaign and the movement we’re building together!",✨✨✨,1
161,I busted out laughing at this ,😂😂😂,1
15494,[USER] I love this energy  PERIODT,🙂👍🏾,0
578, Late Night Follow  -Drop it-Retweet it-You know the thing! ,🇺🇸🚂🚂🇺🇸👇👇👇,1
16501,[USER] love u more  thank u ,🧍♀,0
19827,[USER] [USER] [USER] I’m jealous of your fab  but more jealous that your presentation is recorded ,🖤⚽⚔💪,0
