index,tweets,emoji_sentence,follows?
77805,Very disappointed I won’t get to take tax law. Can I still be a tax lawyer? How will I decide ,🥂,0
34123,[USER] [USER] [USER] [USER] Y’all literally suck him off at any chance you get ,😹,1
60662,[USER] Can we be mutuals? ,😂,0
35929,[USER] back of cale already mine ,😡,1
105484,So I removed my bandage after my shower and my back has adhesive stuck on it and y’all I’m ready to exfoliate the fuck outta this tattoo. It’s so itchy and I’m so uncomfortable ,😍,0
30670,[USER] I was just listening to your latest episode and saw this follow. Perfect timing! This is my favorite podcast!   ,🥳🥳,1
75624,"[USER] Thank you for the positive comment, [USER]. We love to hear it ",🙃,0
57686,[USER] Sm letting taemin rest challenge ,😂🔥,0
15095,"[USER] A wonderful time to look forward to, sis. Let your love light shine  Hopefully I’ll find a place to go; the music and/or clubs on the Blvd changed years ago.",💃,1
64285,[USER] Ahhh I'm sure ill think of something eventually that won't risk my parents wrath on me as well as sibling ,😭,0
65495,[USER] Do a video on all these DC news ,👊,0
8,[USER] I def need that station in my kitchen tho ,😬,1
67883,[USER] [USER] [USER] [USER] [USER] [USER] Please ,😐,0
70320,It’s 6:00 on a Wednesday and I’m on my couch boo hooing. I hate Greys Anatomy ,💗,0
102349,The comments. ,🗣,0
75963,Comment using   and follow all who likes it   ,✅,0
94125,[USER] That look!!! I'm dead ,🤢,0
81825,"[USER] Yes, please! ",😘,0
106511,[Letting me on top is going to be your biggest mistake. ],😂,0
48157,I even got some kind words and gestures and also a compliment or 2  some amazing people around today,😁,1
25550,"this is a weird and nasty tweet but why are y'all so focused on this oddball saying ""swear down"" when that's literally a british phrase ",😭,1
90702,anyone wanna be carrd besties? ,🤔,0
24030,[USER] Don’t it don’t ,😂,1
3796,unless you close friends with me you will never know what I got going on fr ,😂,1
25034,A lot of people don't like you cos their lives suck! ,💯,1
10443,[USER] Gm all the best ,👍🏻,1
32988,"[USER] i’m sorry, if it was me i’d give you a high five so uhm here high five ",✋🏼,1
9248,[USER] [USER] I’ll be going on a trip in a month on my own ,🥺,1
8367,[USER] the way that im not ,🚶,1
10475,think of something real quick .. LOSSES teach you more than your WINS .. so until you love the lessons that come with LOSING as much as you love the feeling that comes with WINNING .. you will never be successful ,💯,1
22772,[USER]  sorry,😆,1
47606,I should surprise my Sissybsf for her Promotion  It’s been so long since we’ve been together ,😭😭😩,1
8864,Yo gf smell like ass &amp; she broke ,🤧,1
91427,[USER] wanted to share with the class ,😭,0
89648,[USER] Got mines also hehe   yayyy,👍,0
3314,[USER] We don’t have that I don’t think. I found one place by me but they were closed ,😞,1
41113,"[USER] [USER] The fact is, that you can’t identify which those patients are. It’s not a justification to expose 499 patients to 10% risk of serious complications, in order to prevent one bad stone, when u don’t know if they would have gone bad anyway. We’re only doctors. Leave it alone ",😊,1
57915,"[USER] [USER] It’s going to happen. Anxious is ok and understandable, patience is key. Stay positive Dawn... freedom, in some form, is coming! ",😀,0
66592,"[USER] Wow, as a fan (but not an expert) of art, I love this NFT with motion. Captivates a sense of serenity. Good work folks. ",😂💜😂😂😂,0
47861,I want both ,🥴,1
93176,"[USER] yey, congrats babes!! ",😂,0
45050,SHAWTY WANNA WOKSTAR STANDS FOR:Sexy Hot  Awesome  Winner  The best  Yerbalates WorchesterAlexandriaNaplesNormayArkansasWestfieldOrganKendrick LamarSTargetAirheadsResemblance,😍🥵🤩🥇👑,1
17610,I am howling at the moon he screamed YAHHHHWOOWWbitch getchooo ,😂😂😂😭😭😭🤣🤣😂,1
70650,[USER] I’m a Gemini!! ,😟,0
18061,NOW WHAT DID I TELL YOU ALL??  “EXO COMEBACK” TRENDS EVERY MONTH!!! EVERY FUCCKING MONTH!!!! ,😭😭😭😭😭,1
76810,ミ｡⋆          𓂃 ✧༚˃⍨˂˚∗.        𝚑𝚊𝚙𝚙𝚢 𝚑𝚊𝚙𝚙𝚢 ↷  ̷.           ◜◡◝ᯤ  ✿. 𝚖𝚢 𝚋𝚘𝚘            ⁺◟﹆,😭,0
35084,[USER] Very nice keep them coming ..... please ,😘,1
88756,wanna dress up &amp; go out to dinner with my friends ,🍓,0
8518,"hey y’all I can’t believe I have to say this once again but don’t repost my translations on twt or ANY platform, unless you’ve gotten permission!!!  if you’re using my translations to translate into your own language please ASK FIRST!! ",😥😥,1
52720,[USER] Just watched ur video on sound city and coming to see dis here.. I just dey smile ,😊,1
26772,Okay Atown wassup wit the pinky sized wings ,😒,1
90449,that'll be awesome,😋,0
34314,I firmly believe that crystals go where they’re needed so if one is calling to you snatch her up because she will change your life for the better ,🥺,1
1070, royal ,👑😌,1
28753,"heartwarming to see that we have netflix, hulu, hbo, prime, disney+, but have all collectively drawn the line at youtube premium ",🤝,1
74692,[USER] too sad ,😬,0
3538,thank u for granting my wish ,🤧,1
15332,[USER] Aa grace ,🤗,1
85987,I cannot take any more high &amp; mighty doctor tweets about [USER] vaccine incentives.  Calm down &amp; let people get a treat for being vaccinated. Everything in moderation. ,🦋,0
97517,[re-roll] ₱200 GIVEAWAY || 120mins • Follow me w/ Notification   • RT when done,😐,0
75517,[USER] Goodnight fran!!! Sweet dreams ,🙆🏿♂,0
2377,the puppy is in your court ,🦄,1
16020,[USER] [USER] [USER] I thot yall had the best team at chess? ,🤣,1
15291,Everyone meet Tim              { }      { }     ,👁👁👃👄🦾🤳🦿🦴,1
24379,About to test this out. See you guys in a week ,🤙🏾,1
47247,[USER] dms are open ,😞,1
32381,payton on spotify ,😎,1
28829,"Okay enough ranting,Goodnight ",🤝,1
42940,"[USER] yokle, bolli, omaelt and eglle  i'm really no good at making friends since im lack of confidence and humor and i love seeing u on my tl ️",💕🥺❤,1
74913,[USER] Break their knees ,✅,0
60159,[USER] Ur amazing the way u r ,😤,0
8923,Sorry bruv ,😂,1
65153,"[USER] Okay, have a successful study session ",🤣,0
24326,[USER] [USER] Awesome! Huge crush since  Wings. ,🥰,1
61174,Congratulations dear ,🐰,0
18484,[USER] [USER] [USER] [USER] [USER] It was funny. Some girl said she wasn't gonna argue with Baylee because she looked old. ,😅,1
47724,[USER] Thanks ,🙏🏿,1
3695,Then you gonna say I’m loud as fuck ,😂,1
82741,[USER] [USER] i was so mad i was gona put it in my phone case ,💀😅,0
96384,"Watever it takes to get ya confidence back, DO IT ",👉👈,0
75277,"someone also asked what were the members' reactions when chenle showed them daegal's new hairstyle and he said they were all ""she met the wrong dad"", ""what are you doing"" ""don't touch her from now on"" ",🤷🏻♂,0
76607,[USER] 24 please ,💖💖🥷🏻🥷🏻,0
19874,[USER] I've just been away for a week so I'm hopefully watching it tonight ,😁,1
18503,I will give $25 in 16 hours ️- RT this + RT my pinned Good luck ,‼📌📌💥,1
31559,"9) Let this sink in— 60% of all ICU patients in São Paulo  are now between the ages of 30-50 years old, reports [USER].",🇧🇷,1
23487,[USER] no spoilers juseyo ,🥲,1
1858,"[USER] [USER] I mean that’s good but nothing crazy to me tbh  low effort even for Carti, I like Uzi on it though",😅,1
9607,Lmao at this point you can ship Meme with everyone in snow man ,😂,1
1962,i ‍️ am ‍️ the ‍️ cat  just  chillin ‍️ now ‍️ but ️ in  the  night  she’s ‍️ all  i  think  about  i  feel  so  strong  when  she’s ‍️ around  she ‍️ picks ‍️ me ‍️ up ‍️‍‍ when  i ‍️ am  down ‍️,🙋♂💁♂🙅♂😼👌🧘♀🙇♂☝🥴🤗🌌👱♀🛐😪💭😻👀😎😸💪🕙👰♀🫂🧏♀🙅♀🙆♂👩❤💋👨🕞🧍♂🙃🧎♂,1
5609, QUICK ₱ • follow me • rt • reply [USER] ends fast,💸💸,1
104317,[USER] thank you ,🤗,0
5845,I’m a target whore ,😩,1
60696,[USER] Invasion at our CAPITAL!! Ring a bell in your lifeless brain. You spineless little weasel. ,😭,0
104110,[USER] zoro pretty... if only it wasn’t 900 episodes and 1000 chapters ,😂😂😜,0
103635,[USER] YOU ARE A RACIST A FRAUD AND A  ,🖤,0
51172,What up what up ,👑,1
96660,Why do all the good toys gotta be so damn expensive??! I just want something new to use ,😭,0
69222,1 MILLION TWEETS IN JUST 2 HOURS AND 10 MINUTES?!?  [USER],💖💕💕💕💕,0
52840,RIP the lives lost in the senseless Boulder shooting. My heart is with you all today and forever ,💛,1
422,[USER]  Right my point some things be for show ‍️,💯🤷🏾♀,1
88588,After almost two long ass years .. I'M FINALLY DIVORCED. What a beautiful day. Will be remembered the rest of my life ,😭,0
10726, Thanks ,✔😊,1
51456,[USER] I was busy doing Hot girl shit ‍️,💆♀,1
94647,To the moon,🥳,0
69328,i wanna read a fic rn ,⬇⬇⬇⬇,0
72101," Martin Ødegaard: “I twisted my ankle, but I think I will be fit for the game against Turkey Saturday.”",😎,0
100449,"[USER] [USER] [USER] [USER] See Nick, told ya Jay is good peeps for a ""liberal"" ",😐,0
92984,[USER] homeless ,😂,0
32717,I want some seafood ,😋,1
21760,"Are anyone else’s Instagram DMs not working? They show up on my business account, but not my personal ",😩,1
15286,the fan isn't allergic but the faen is ,🤪,1
95575,"Lemurian Star first, Power Broken then ",😂,0
1988,[USER] That will best suit to Goh and his Kamonegi ,🤣,1
25591,No way this freak just called Ivan Toney shit Our fans have the worst ball knowledge,😭,1
59966,OPEN THE SCHOOLS BACK UP I forgot how to spell ,😭,0
35774,...and as I say that she hits a 3...ok I stand corrected ‍️,🤷🏾♂,1
73967,LMFAO WTF is a white Mexican ?!? Imagine when he finds out Hispanics come in all shades,🤷♂,0
10740,[USER] [USER] [USER] [USER] [USER] [USER] Congrats     wish to lucky,🎊🎊🎉💐,1
84256,"No kenwop, I’m trying to lean with it rock with it ",🙏🏼,0
676,[USER] Congrats!! ,✨,1
50000,[USER] Confortable!??? ,🙄,1
54709,"[USER] [USER] I love random darkskin appreciation, we barley get love these days ",🙏🙏🙏,0
65114,Crazy thing is this isn't even illegal ‍️,🤍,0
19266,[USER] u too ,💗,1
97905,[USER] [USER] Still can’t buy alcohol on a Sunday morning in Ireland ,😐,0
22067,"Next hour I’ll be joining [USER] on [USER] for the very first time!Join me, [USER], [USER], [USER] &amp; [USER] for the full hour at 5 PM ET! ",😀,1
40906,[USER] [USER] married to a FISHEL ,🤯,1
68111,niggas will really have their most viral tweet pinned that shit only got 100 likes and 26 retweets bro,✌🏽,0
37323,just admit you weren’t ironically funny ,😂,1
23401,[USER] Liquor store. ,🍸,1
19439,[USER] How you doing big dog? Still getting blocked by people! ,🤣,1
29453,I love feeling worthless thank you brain ,🥰,1
69181,Bro repped 36 times like it was a pretzel stick,🥺,0
103471,"[USER] I’m so proud of how far you’ve came, this is only the beginning ",🔥,0
28990,just googled why was jfk bad so I have comebacks if anyone got mad about this ,😈,1
83352,SparkPoint wallet and games coming to iOS ,🥴,0
96379,[USER] Proud son ,🧡✨☁🌩,0
33706,"[USER] But I’m also willing to sit with some “Happy Birthdays” too, because I know people are kind and well meaning and I’m a reasonable person. ",😙,1
77970,I'm at that age where people ask when I'm going to have a baby ,😂,0
30007,"[USER] im gonna read it , i still need to reply to ur earlier dms ",🤕,1
9452,Mood Everyday ️,🗣‼,1
35847,[USER] Aw thank you! ,🥲,1
25977,[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER]  we know what you meant ,😂😂🤣,1
13312,my love language ,🥺,1
4771,"Good morning, tl !! ",☺,1
47965,[USER] very true  i guess i love it cali love the rain,😭,1
88793,Little geeked know me but how the  protect and serve peace better than the ‍️,😈😈❤❤,0
13108,Good Morning Great People Of Great Land  Chamgei?,😘,1
40181,"hey, i miss y’all. ",😢,1
93775,"[USER] help ikr  they be hiding from me huh,, y’all should just say it to my face thx ",🕺🏽👍🏽🔥,0
98410,"Neeli instead of trending the whole tag, has only trended B word ! Hence Revised Tagline -  Bullyweed Died On 14 June",🥱,0
69224,I’m a/b to play a prank on my sister ,😂,0
69268,Making me feel old now [USER] ,🖕🏽,0
24049,its cringy getting compliments by other people thats not him ,🥴,1
55523,[USER] give me a few days ,😄,0
2245,[USER] Zhauster my man you just started but you already cracked ,😍,1
17815,a year ago when it truly went downhill ,👍,1
59797,Moots am I intimidating? Scale of 1-10 on how Intimidating I am.,🏆,0
51459,[USER] [USER] Wasn't her most successful song about him or I am mistaken? Literally all her singles after lytlm flopped so now what? ,💀,1
13149,[USER] she did?????? Damn ,😐,1
84249,[USER] You’re always welcome Taylor!! Happy Whiskey Wednesday!! ,🤝,0
73819,If we dated before I turned 18 you are not my ex You are my childhood friend ,💅,0
16716,"If My name is ""Me"" and your name is ""You"" Between the two of us who is an idiot ? Come on  ",🤔😅🤣😂😂,1
20749,[USER] [USER] Make sure you stake it my dude for some juicy rewards ,👊,1
66927,Let's survive another hectic journey today!  After that hibernate again! ,😁,0
24012,getting canceled and getting held accountable are not the same thing ,👍,1
61785,[USER] is it just me?,🙏🏽🕯,0
67544,[USER] Straight. No chaser! ,🤣,0
83705,Follow all  who like and retweet this   ,😆,0
101924,kingdom in a week ,😈,0
83946,The one game I quit betting on the raptors and bet against them ,❤,0
88746,if u don't know how to use the xe prns just ask me ,😭,0
7825, ARMYS DO NOT VISIT THEY PRACTICE SLAVERY AND HUMAN TRAFFICKING ON THESE RURAL ISLANDS. THE PURPLE PAINT ONLY SERVES TO WHITEWASH THEIR HISTORY AND LURE TOURISTS.,❌❌,1
77009,[USER] Ruined my chance of sleeping easily so I thought I may aswell drag a few others down ,🥴,0
23317,Allah gon have to forgive me ,🙏🏾,1
90707,[USER] [USER] [USER] Thank u SCOTTSDALEVOTER ,😊,0
56593,I can't wait to cut grass ! My allergies are going to act up tho ,💀,0
46556,"Can you imagine if Harry and Meghan had an apathetic fanbase? Sussex Squad sometimes does the most, but when we do, we do the ABSOLUTE most lol. I love that for us. ",😁,1
12884,"[USER] 1st one : shy, nervous, doesn’t look at the camera 2nd one : Will and has fucked your mom ",👀,1
62150,deserved so much higher but at least they’re in the top 10 ,🤨,0
25964,[USER] you could be more nice and supportive of our relationship ,😩,1
5378,[USER] you’re leaving  where else can i keep in touch with you?,🥺,1
91615,[USER] He even pinned it. Embarrassing ,😂😂😂,0
41071,[USER] it’s what we deserve ,🤍,1
28527,"[USER] The whole time watching this i was like “who tf are they?”  baby girl looks tired of the bullshit tho, I can see it in her eyes",😭,1
106226,[USER] LOCKED ,👀,0
99955,lightskins acting like whites part 48323,🤭,0
49025,[USER] I ain’t get mine ,😩,1
69180,“I’d be happy to” **nowadays ,😒,0
31061,"[USER] Yeah right? I tried but nope, nothing. Legit it's just baffled my mind ",😅,1
51400,[USER] [USER] brock likes to make fun of my crystals and say they’re rocks ,💀,1
26523,Why have 650 people been shot — 117 of them killed — in Chicago this year if gun control works?,🤔,1
59604,"Family, go give [USER] a vote. Amazing person, student, and athlete!",🧍🏻♀,0
93593,The future will appreciate these moments ,🤣,0
93645,"Sebastián Jurado coming for Malagon after the Necaxa keeper suffers an injury, crossing my fingers  it’s nothing too serious for Malagon. ",😩,0
50667,[USER] Sure Allegra Stratton is a she ,🤔,1
19885,[USER] Feel free to follow me for history and politics thoughts ,😊,1
105628,"Oh those pair? You can pay Me to see them, skip the small talk Findom",🥴,0
11617,"During the Sweetheart Song at my wedding, Sorors I need 3 part harmony! Altos I need you to come in strong on “But if she wears the  symbol...”",🔺,1
39303,[USER] [USER] And a dollop of mayo. ,🤮,1
103924,[USER] Haah I think they voted for CM or may be confused ‍️,💎,0
78630,[USER] Oh geez  did it happen to any of your neighbours?,🥳,0
79932,S! The double! The U! The V!,🤝,0
47233,whos in their pfp ,🤔,1
81580,[USER] thank you aling marites! ,😫,0
74328,Chi watching TV loud as hell. But I ain’t gone bother her cause she chilling ,🎉🥂👶,0
94153,[USER] morninggg u too bb ,😑,0
23313,[USER] I'm better ,☺,1
70373,[USER] I live next door and they’re already gone ,🔌,0
24186,[USER] Wiggins with 40 ,😂,1
75598,[USER] I am so sorry. ,😎,0
45565,go youn jung booked and busy ,💅,1
100964,[USER] Unless ,🙃,0
93825,[USER] I came up with this because i couldn’t figure it out ,😂,0
97210,[USER] BESTIE IM JUDT KIDDING I PROMISE ,✌🏾,0
47446,Count me in. I need all that ,👌🏾,1
30253,[USER] Plsss it was so befitting ,💀,1
69800,"[USER] Apparently, in the Hyde-Smith household, part of “keeping the Sabbath holy” is watching the NCAA basketball tourney. ",👏🏼🙏🏼,0
2781,Why do I get bored so easily ,😭,1
67064,[USER] Soup is very popular here. ,🤨😐,0
48915,Literally can’t wait ,😩,1
32974,[USER] Dope I’m just mad that that’s your favorite shoe lol,🔥,1
99994,CORPSE FINALLY MEETING SAPNAP ,👑,0
44351,Hiiiiii I'm currently looking for: part time social media managersocial media editor[𝙼𝚄𝚂𝚃 𝙺𝙽𝙾𝚆 𝙴𝚂𝙿𝙾𝚁𝚃𝚂.]rt's are appreciated ,🥰👀👀👀😘,1
29253,[USER] Dumb ass ,😂,1
88213,now im curious what’s enha’s concept be ,👍,0
27243,The Tugs episode Pirate where they try to find the imposter of who stole the missing barges reminds me of the hit game among us ,😀,1
86104,[USER] thank u sweet love ,😁,0
95072,"i woke up to some of minayeon shippers slowly turning into michangers  uhh goodmorning ig,,",🤹♂,0
35665,[USER] WestbrookBealDerozan RuiAldridge Whole lotta defense there ,😂,1
25864,San Francisco              Bend The Rules                                       underrated and for what,🤝,1
68351,"Fantastic tool!  Many don’t know about vaccine availability at pharmacies, share widely!",🐮,0
80101,[USER] Oh shit ,😭,0
8244,Where’s the media ??  y’all give my mans no credit ,😂😤,1
101149,[USER] [USER] LMVD then? ,😬,0
15974,[USER] Haha whatever shorty ,🤣,1
67955,I found the perfect color heels i think for my lil Shane outfit ,🤫,0
98199,[USER] better write some sick tunes bout dora the explorer ,😍,0
99685,[USER] Ok for a sec I though these were YOUR top YouTube search terms ,😂,0
20475,[USER] Finally.. people can go back to work ,💪🏼,1
88172,Everybody ain’t cut out for long nails.  Issa skill.,👀,0
86220,[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] Check ,😡,0
23358,"[USER] Awww, such a sweet face.  Bet he/she is a good cuddle bug! Thanks for sharing",😍,1
48297,"Verdict is in, blazers up 1 and my blazers ML 1H cadges ",😊,1
55310,"Nobody separates fights anymore, all they do is record it and post it online. Becareful how you act outside. Some people will even record you secretly and post online. This is the world  we live in",😎💙🥸,0
40970,[USER] LMAOOOOO WTF ,💀,1
65848,[USER] Was that the ‍️ on FB? Was wondering who that was lol.,🤩,0
79074,The fact that yall did this to a woman is disgusting but the fact yall killed a white ? Them white folk finna make an example out yall ass,🤷🏻♀,0
90572,"Guys kail, felisa, and I are gonna start a band so start getting close with me now before it’s too late ",🥺,0
65621,[USER] Thank you ,🙏🏻,0
21996,they  left  me  ,😢,1
104821,Birthday in 2 weeks  chill but excited ️,😀,0
88688,Bruh this pump is insane ,🙏,0
67164,[USER] Unconditionally Bullyweed Died On 14 June,🙄,0
98635,[USER] Wooow  very nice,🙄,0
73876,[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] Thanks for the tags Corey! ,🥲,0
82992,[USER] [USER] I'll hug a tree on my way home!Climate Crisis solved!,😂,0
84821,[USER] Super cute friend Love ,😇,0
25423,"Comment ""ifb"" and Follow Everyone who likes your reply. ",🤡,1
25315,yelled at a man today to stfu today.... turns out he was a cop.... he stfu tho ,👀,1
24086,I’ll block em before I let them take my peace of mind ‍️,🙆🏾♀,1
55696,[USER] howa sootha mesh we7esh bas it's too much ,🎤🎤,0
54699,[USER] [USER] That sounds good — might be long enough to have some effect. I’ll keep my fingers crossed ,💖,0
59147,dickinson fandom                alena smith                                     being responsible for 90%        of apple tv subscriptions,🤨,0
12961,[USER] Good morning mams ,😍,1
76361,[USER]  tease,🤔,0
23221,[USER] just do it bareback ,🤤,1
62953,[USER] They actually go forward. ,🤔,0
91362,best duo ,💪,0
77417,keep it a secret,😩,0
15320,Wake up and pray for new day ,🙏,1
14897,sad hours lolll ,🤣🤣🤣,1
35075,Rt my  for  Comment when done ,🧷🧷💗✨🌛,1
91137,[USER] you did great ,❤,0
98163,"[USER] [USER] Thanks for letting me borrow that Rolls Royce, paying for my uncles funeral and donating a kidney to my grandmother. BB really the  ",👀,0
17036,[USER] Wow.. Thank you! A great start! Now for us to carry the baton  lets keep doing all we can so this can one day be a distant memory   Such a relief to see our children back at school and seeing their freinds. And learning of course ,👍👍🙏😁,1
76272,This thread sha ... one day I’ll post my own girlfriend ‍️,😢,0
40417,[USER] It’s looking real tempting rn ,🤨,1
58744,[USER] [USER] [USER] bayblade ,🥺🏎,0
3708,Da fuck? I said good afternoon ,😂,1
23899,this nigga said quit playing before i flip out . NO ONE : NOT A SINGLE SOUL : ME : FLIP ‍️ do gymnastics ️,🤷🏽♀☺,1
80957,Shawty Told Slime “Take Care” ,😆,0
44087,i hate having fucking feelings g ,🥲,1
14760,"Don’t know who else need to hear that , but I know what He put on my heart is for others to be blessed with and not just me ... praying for healing , strength , and deliverance for everyone on my timeline ",🙏🏽,1
25851,"[USER] Yes! Kanji is still especially difficult for me, so sometimes I can’t figure out how to look up words and it’s frustrating  Even if I recognize them I still don’t always know what it means ",😅😓😓,1
99293,remember how many people had a crush on luna? and how kalix is most likely to be the crush of all university girls? they're that  beautiful  and  powerful ,😀,0
73495,[USER] Smacking up a conspiracy pallet (except for shade Trisha of course) lol.Maybe icing/piping play dough pushing ‍️,😁,0
88273,"To be clear, the ""detractors on social media"" are the mothers of slain Black boys",🥴,0
81251,Less than 60k? FOLLOW ME! then follow everyone who likes this ➤ ,🤣,0
99516,[USER] Pending fund yet to receive ,🔔👇⬇❤🌳,0
51484,Just purchased my cap &amp; gown ,🎓,1
105827,I ain’t stopping til I get my ppl out this bitch ,🤔,0
65288,Pretty ass tits,🥴,0
19160,Ion believe shit nobody say to me ,😂,1
80161,By the way—[USER] is the gentle hand holding me up. ,✍,0
64133,p l e a se ,🥺,0
56906,[USER] thank you for the follow ,😒,0
29128,[USER] Kinda like the border crisis.  ,🤔,1
25680,[USER] Nope! She has to give me treats to get a nice pic. ,😄,1
42562,"[USER] [USER] In an interview taken by [USER] of [USER] she was saying ""We are not anti-hindus"" and here it is the proof where they are mocking brahmins and the hinduism.You guys will never win. ",😡,1
79839,[USER] IM DOING IT BY ACCIDENT JUST LIKE THE MILFS I FUCK ON THE DAILY ,😍,0
47736,Be real cautious. Your homie will sale you a dream quicker that your bx. ,💯,1
72750,maybe He just forgot to say goodnight HAHAAHHAAHA,🙂,0
59180,3 o'clock game on a Wednesday sucks but to have Cassie too ,🤮,0
62915,[USER] You deserve it :] ,🔥,0
77301,are you into my dad ,😏,0
84610,[USER] cheer up ma boi ,😩,0
44942,"[USER] [USER] [USER] [USER] White men have no business having slurs that aren’t theirs in their mouths for some bottom tier jokes on the internet  that’s not the flavor, never the move",😭,1
96922,"jk love you bae, you know I support that ass and I’m proud of how hard you’re working toward your goals ",🙏🏿,0
62192,[USER] [USER] Thanks so much ,😭,0
11769,[USER] you got a clone out here bro ,😳,1
103286,"one toni mention, no mention of minerva and cheryl’s kiss, fangs on screen for 0.2 seconds and kevin got beat up for being gay️this episode proved that the riverdale writers hate gay people ",🤦🏼♀,0
41155,[USER] ilysm but u need to stop worrying about what other people think so much. ur perfect ,💖,1
66098, SPOTIFY PREMIUM1 bulan 15k2 bulan 25k3 bulan 30k6 bulan 50kPpj +3k all e-wallet / qrist. siapa jual need spotify garansi legal,🗿,0
93455,She’s at 10k for now! Wow ,💙💕💕💕💜💜💜,0
69337,another fallen soldier ‍️,😳,0
106204,could you imagine actually being in a relationship?! *laughs* like bitch imagine not having to make up fake scenarios about people that will never actually love you ,🤷🏻♂,0
83655,[USER]  I've watched their 2011 scenes so many times ️,🤨,0
65055,[USER] ur doing this on purpose ,🙃,0
96809,[USER] Nice ,🥰,0
36384,[USER] [USER] I've a uni work pretty important and I would love to interview Louis can I please ,🥺,1
17481,"[USER] It will be interesting when I get called back and return to work there. I’m sure it’s gonna be even worse. It’s the angry YouTube comments IRL, Lol. ",😂,1
51067,Going to see our newest god baby today.... super excited ,🤗,1
18631,[USER] Have a nice day ,❤,1
16909,A story post all this lady getting im not posting that on my page she gmfu bout a little sip of wine ,😭🙄,1
30824,Butterfree up your schedule... JK it's Bugsnax ,🤣,1
59897,I NEED THIS,😌,0
8351,his face ,😭,1
48718,2⃣ for our captain [USER] ,🙌🏻,1
5859,"[USER] Yep, that is his job as a puppet for the Cartel. Fear is the easiest way to control the masses....it's no longer working. ",😅,1
26543,[USER] You’re doing God’s work. ,🙏,1
49384,[USER] fr i understand people get it due to traumas but cmon.. ,🤕,1
19388,[USER] [USER] Have you seen him without hi: helmet? Bald fucker ,🤣,1
81396,The lady with the dress ,🧎♀,0
36521,I thought it was just me.  like damn bitch what if he truly wanted to know if you was that talented or not ,💀🤔,1
80031,[USER] Gotcha! You are ahead of me ‍️,🥲,0
59729,"[USER] Chief, patients loading for you ",👍,0
64785,Music is therapeutic ,😐,0
75883,[USER] have a great daaay! ily ,🤣,0
33073,[USER] Omfg!! How did I forget those ugly ass shirts &amp; perioddd!! I remember lol we got so many fun memories from there ,💀💀😢,1
104294,[USER] [USER] Half of them didn't move a finger to vote ,😎,0
16022,free all the homies in toxic relationships ,💯,1
84543,I have yet to meet someone who is as real as they claim ‍️,😴,0
17851,wisconsin better not blow this lead  my bracket is really gonna be screwed,😤,1
97776,"If y’all think Nienie is fat, look at this one. HAHAHAHAHAHAHAH ",😃,0
73433,"[USER] Man I swear , just thinking about the King of Belgium , King Leopold killing 10million Congolese bro  raping , cutting of their hands and limbs etc ....that shit makes me emotional af",😴,0
80621, I WANT TO WORK AT THIS DeliveryService Co. ,🔥🔥🔥🔥🔥🔥🔥🔥🔥❤❤❤❤❤❤❤❤❤❤❤❤❤💖💖💖💖💖🔥🔥🔥🔥🔥🔥✨✨✨✨,0
69957,[USER] They look too good to eat  that is art on a plate ,💙,0
20932,[USER] Thanks my mans! ,🤙🏻,1
26091,you streamed tffa half a million times on spotify yesterday and i just wanted to say thanks for that ,🥺,1
30314,Somebody on shaderoom said yall let Bey slide because she made a diss track about Jay's infidelity ,💀,1
51450,i feel like i’ve opened pandora’s box with that ten fan thing pls it wasn’t my intention to bring back those memories but it definitely was the craziest thing i’ve witnessed on weishennie twt ,😭,1
17476,I wanna tell him I wanna go house shopping right now ,😂,1
62878,Let me find out you’re cheating bitch you’re mine and I’m single got me fucked up ,🧡,0
33412,[USER] She's innocent of everything ,🙏,1
63603,and when I work there ,🤡,0
24424,$1000 || 14.000.000 IDR 1 Winner || ️Cukup RT/Like tweet ini dan follow with Notifications On[USER] [USER] 72 Jam ,❤🌟🚀,1
103320,i'm free now ,😮,0
73000,Looking like another long night  feel awful ,🐐,0
86985,[USER]  u already r,😅,0
60720,[USER] Best ass ,😂,0
21967,[USER] what’s this about drag race. I think you’re account has been hacked today ,😁,1
43410,[USER] hed fight people who give bad reviews on his favorite movies too ,😭,1
10903,"From now on if you wanna get a hold of me, DM me on only fans I’ll respond there ",🤪,1
80095,me: wow it’s so nice that seattle is so big i never run into anyone i know *2 seconds later a guy I used to date walked in* ,🙄,0
67254,[USER] thank you so much!!! ,😒,0
75124,Black people/black culture really carries social media  we interesting af.,🤣,0
18942,LOL CAN SOMEONE REMIND ME WHAT KAMALA HARRIS’S STANCE ON POT HAHAHAHAHA ,🍿,1
1304,[USER] They radiate the purest most wholesome energy ,😖,1
85019,[USER] do u even blame me ,🤡,0
18124,More smiley Chanyeol for my soul ,🥰🥰,1
51505,[USER] [USER] [USER] [USER] [USER] [USER] [USER] I'm not making a joke lmao I wa just being sarcastic ,😭,1
58307,Idc them fits ass ,🤡,0
